d;0;0;/;12.12.2021 19:47:18;12.12.2021 19:47:18;;;
f;8631891410;0;Getting started with pCloud.pdf;12.12.2021 19:47:18;12.12.2021 19:47:18;16371465;5484734392585590647;a197aca63cf3da125648f26b795a2ea300622422433d8e369c2d7ab2ec48b4aa
d;1876709100;0;My Music;12.12.2021 19:47:18;12.12.2021 19:47:18;;;
f;8631891431;1876709100;Demo Audio 2.mp3;12.12.2021 19:47:18;12.12.2021 19:47:18;1442376;14588364890176617857;393009ff38ba524b0317d22c6e1f03019245f90f02506e5d0428ee6f28624828
f;8631891437;1876709100;GotJoy.mp3;12.12.2021 19:47:18;12.12.2021 19:47:18;6698872;5655276743546952470;204e1c4667e26a22d5f85c360547299149b85f50a440c0b13294bdd880002037
f;8631891439;1876709100;Lovely Day.wav;12.12.2021 19:47:18;12.12.2021 19:47:18;28096964;10127634265800214517;cdbe20542b214dc9d65d5abeb8679afcbf987b1b74e90561e7b2445898b391bf
f;8631891441;1876709100;Momentum.mp3;12.12.2021 19:47:18;12.12.2021 19:47:18;11252576;4645499599232666288;18e0b711eb2a5595a6bd89fae3e9fcc62f295056e664a873975206c88b37a529
d;1876709102;0;My Pictures;12.12.2021 19:47:18;12.12.2021 19:48:48;;;
f;8631891413;1876709102;friends.jpg;12.12.2021 19:47:18;12.12.2021 19:47:18;666846;9406018636836962178;eacef649ad0b96d2d9b80b6688a459e1a3421e9b9e8362202626da2068e278a4
f;8631891417;1876709102;happy-family.jpg;12.12.2021 19:47:18;12.12.2021 19:47:18;189628;9812960135959920061;f5b5d846fadacd33cc29f9788b346d8b01567740479cbbf771f698252fe6b91b
f;8631891420;1876709102;in-the-sky.jpg;12.12.2021 19:47:18;12.12.2021 19:47:18;32905;3978565464358230905;ba697c225f20bc862953c2a7ac3a76b42359488a822aaff23fa3e4e755edf076
f;8631891423;1876709102;lovers.jpg;12.12.2021 19:47:18;12.12.2021 19:47:18;500130;6872929685027401825;2e55612bf7abf414ace6b8cc039c5e75e5c0e737cf2d004e90ca1da6dde2f8eb
f;8631891426;1876709102;romance.jpg;12.12.2021 19:47:18;12.12.2021 19:47:18;238222;18346888393150420610;d5023fbfd016542e560746dfda690aeca4d82a588bb79b7b3db3212549163e6c
f;8631891427;1876709102;sweet.jpg;12.12.2021 19:47:18;12.12.2021 19:47:18;162388;14108293684958603074;0ad634239b457013c301872f9f7b3e28caee955d9deda4c9f22b204bb5557337
d;1876720420;1876709102;testfolder;12.12.2021 19:48:48;12.12.2021 19:48:48;;;
f;8785864089;1876720420;159_neu.jpg;02.07.2017 17:39:31;02.07.2017 17:39:31;2067703;11447837683594782196;fe5e9adaf409de4aebe28f2ee0cacc49e1dbc41d58b1e50629171be6b6535cb2
f;8632052632;1876720420;ABAK0166.JPG;21.07.2021 11:30:55;21.07.2021 11:30:55;2923906;13829397629063518609;e403ff7e74acce46dc2fae60f9723669d344062997a4d3600573b3328a08029b
f;8632050877;1876720420;AKPE3948.JPG;29.03.2021 22:17:03;29.03.2021 22:17:03;1227886;11500194660468489458;3e3b84fd489901f835011822134f15383c3a74f1d521888d6416dabe8373f6d7
f;8632054156;1876720420;AVZG0862.JPG;04.06.2021 21:52:01;04.06.2021 21:52:01;1233775;6889077467890208654;a369d54b528a692ca77edb4a7fbadc377644bddec14321246919239635cff382
f;8632055994;1876720420;AZXI4525.JPG;29.03.2021 22:16:18;29.03.2021 22:16:18;1495109;15154247812649385683;07673f0bbbecd258b44c4d05b6f13ef2b42a102a922d80fb4032c060f89ddbac
f;8632042098;1876720420;BCLE4722.JPG;04.06.2021 21:52:22;04.06.2021 21:52:22;1251322;7408226955450649575;19d723eb67ac0fc9552c0106d3b0660610304c522a28313b864901d0dc83d7db
f;8632045848;1876720420;BIWG4693.JPG;08.09.2021 21:56:49;08.09.2021 21:56:49;2573458;15325567544438509252;d49605abc17b64e060f1954f3550d638e866d640f61b68041f8d9a0f5f515082
f;8632047835;1876720420;BMWB3547.JPG;12.05.2021 21:14:33;12.05.2021 21:14:33;2459716;10308059087103537459;aa3be3b0d12169c7350ac3b323141ffd8cc17ff35334f4fdec9254440410db59
d;1876709103;0;My Videos;12.12.2021 19:47:18;12.12.2021 19:47:18;;;
f;8631891429;1876709103;pCloud.mp4;12.12.2021 19:47:18;12.12.2021 19:47:18;6319438;8197760369513273980;12c03076703a418706f101cd9f2076f55e4911e343d150839cb5102e2cf57685
d;1912674055;0;_DEV_;17.12.2021 14:17:14;17.12.2021 14:17:14;;;
